Age,Gender,Occupation,Monthly_Income
25,Male,Retired,54651
39,Female,Self-Employed,45079
44,Female,Working Professional,38917
51,Male,Retired,57522
47,Male,Self-Employed,44990
29,Male,Working Professional,37902
19,Female,Student,49426
63,Female,Self-Employed,52180
55,Male,Working Professional,64507
39,Male,Retired,36975
34,Male,Working Professional,29292
52,Male,Student,45853
59,Female,Working Professional,36973
62,Male,Self-Employed,30084
40,Other,Retired,58289
46,Male,Student,41312
46,Female,Retired,43400
36,Male,Self-Employed,68529
34,Male,Student,63948
25,Female,Working Professional,46825
24,Male,Retired,31343
28,Female,Self-Employed,42502
20,Other,Retired,37988
19,Male,Student,38807
36,Male,Working Professional,38782
45,Female,Self-Employed,58118
45,Male,Retired,44802
42,Female,Self-Employed,44725
28,Female,Self-Employed,45725
57,Male,Retired,79627
60,Male,Self-Employed,67183
19,Male,Student,38592
29,Male,Retired,53697
58,Female,Retired,57452
55,Male,Retired,46960
29,Female,Self-Employed,40414
42,Female,Self-Employed,45822
54,Female,Student,42512
48,Female,Self-Employed,44101
34,Male,Working Professional,50611
29,Other,Student,44412
47,Male,Student,44876
19,Female,Student,28692
33,Male,Self-Employed,53405
18,Male,Student,30604
51,Female,Self-Employed,74860
62,Female,Retired,49352
18,Male,Self-Employed,63875
53,Female,Student,62422
20,Female,Working Professional,44065
51,Male,Retired,55098
29,Male,Retired,57780
62,Other,Retired,61574
44,Female,Self-Employed,46444
54,Female,Student,62664
42,Male,Retired,60236
29,Male,Retired,35872
50,Other,Working Professional,55157
26,Male,Retired,25070
18,Male,Self-Employed,58911
40,Female,Working Professional,73308
45,Male,Working Professional,64962
20,Male,Student,71219
55,Female,Self-Employed,57549
53,Female,Self-Employed,37462
61,Female,Student,47441
61,Male,Retired,56807
22,Female,Student,61850
46,Male,Working Professional,20212
30,Male,Self-Employed,42908
61,Male,Self-Employed,44197
21,Female,Working Professional,42206
23,Male,Self-Employed,69372
55,Male,Working Professional,36353
23,Female,Self-Employed,50963
28,Female,Self-Employed,64489
44,Male,Working Professional,43434
63,Male,Retired,70151
52,Male,Student,35201
57,Male,Student,48235
21,Female,Retired,54792
44,Female,Student,39253
33,Male,Self-Employed,50233
35,Male,Self-Employed,44557
24,Female,Self-Employed,52636
28,Female,Working Professional,58786
25,Female,Student,39725
23,Male,Retired,8000
22,Male,Self-Employed,29275
23,Female,Student,38403
55,Male,Retired,33519
19,Female,Student,47835
48,Male,Self-Employed,58294
56,Male,Working Professional,43356
49,Male,Self-Employed,73398
26,Female,Self-Employed,49736
32,Female,Retired,45297
38,Female,Student,39861
63,Male,Self-Employed,49780
45,Male,Retired,73194
62,Female,Student,48466
44,Female,Retired,65778
22,Female,Retired,57226
34,Male,Student,62221
54,Female,Working Professional,32225
41,Male,Self-Employed,47721
48,Female,Working Professional,81110
52,Female,Student,27511
58,Female,Student,44856
58,Female,Self-Employed,53441
21,Other,Retired,8000
37,Female,Working Professional,42141
60,Male,Student,62153
34,Female,Retired,77486
63,Female,Working Professional,58767
27,Female,Student,47308
54,Female,Self-Employed,32212
38,Other,Retired,62314
38,Male,Working Professional,63370
33,Female,Self-Employed,52616
50,Female,Self-Employed,57323
27,Male,Self-Employed,64857
61,Female,Student,62276
35,Female,Retired,57290
50,Female,Student,42454
46,Female,Retired,46440
48,Male,Retired,66764
41,Male,Retired,41534
29,Male,Retired,40258
37,Male,Student,42369
23,Male,Working Professional,57871
25,Female,Self-Employed,31983
31,Male,Retired,22821
22,Male,Self-Employed,29334
53,Male,Working Professional,50200
55,Male,Self-Employed,84626
20,Female,Student,43989
53,Male,Self-Employed,42657
39,Female,Retired,78617
25,Female,Self-Employed,29726
31,Female,Self-Employed,52860
24,Female,Self-Employed,75903
21,Male,Working Professional,38737
36,Female,Student,55052
60,Female,Student,19064
64,Female,Self-Employed,37139
41,Female,Student,39988
33,Female,Student,38468
23,Female,Student,49409
61,Female,Student,48089
25,Female,Self-Employed,74396
42,Male,Working Professional,46319
49,Female,Working Professional,33541
42,Male,Self-Employed,43399
27,Male,Working Professional,55851
60,Female,Self-Employed,48472
58,Male,Retired,58305
34,Female,Retired,61227
63,Male,Working Professional,54085
20,Male,Self-Employed,47280
26,Female,Student,54425
35,Male,Working Professional,51693
47,Female,Retired,41642
22,Female,Retired,17194
49,Female,Self-Employed,37970
44,Female,Self-Employed,34301
38,Female,Student,43841
41,Male,Student,48960
55,Male,Working Professional,39914
20,Female,Student,38896
33,Female,Working Professional,47537
32,Female,Retired,51702
42,Female,Self-Employed,48976
25,Other,Working Professional,44563
58,Female,Retired,66230
21,Female,Student,34119
49,Female,Working Professional,47177
62,Male,Self-Employed,23023
52,Female,Working Professional,38177
47,Male,Self-Employed,47480
56,Male,Retired,59220
47,Male,Self-Employed,53526
34,Male,Self-Employed,67571
36,Male,Self-Employed,43448
48,Other,Self-Employed,36043
34,Male,Student,67669
19,Male,Retired,55892
54,Male,Self-Employed,50385
46,Female,Student,30167
47,Male,Self-Employed,35399
60,Female,Retired,71800
39,Male,Self-Employed,58920
55,Female,Retired,66362
28,Female,Self-Employed,49906
50,Male,Working Professional,58407
36,Male,Self-Employed,50457
20,Male,Working Professional,68696
57,Other,Retired,68560
39,Female,Working Professional,50113
35,Male,Self-Employed,66396
62,Male,Self-Employed,66966
47,Female,Working Professional,57465
18,Male,Working Professional,60485
37,Female,Retired,63286
22,Male,Retired,35843
29,Male,Working Professional,47581
28,Female,Working Professional,47207
41,Male,Student,42475
35,Other,Working Professional,53677
25,Male,Self-Employed,48951
46,Male,Student,66232
39,Female,Retired,39091
62,Male,Working Professional,46014
19,Female,Retired,35804
40,Female,Retired,69267
33,Male,Working Professional,44484
61,Male,Working Professional,37055
25,Female,Retired,54147
21,Female,Student,50577
31,Female,Student,41814
26,Female,Self-Employed,26605
28,Male,Working Professional,61801
55,Female,Student,28002
61,Male,Student,30224
33,Other,Student,60556
30,Male,Self-Employed,42875
53,Female,Retired,59107
61,Male,Working Professional,84693
53,Other,Retired,44714
34,Other,Retired,66052
31,Male,Working Professional,59407
46,Male,Working Professional,50246
34,Female,Student,59193
18,Female,Working Professional,81442
37,Female,Student,62547
50,Male,Working Professional,56335
19,Female,Retired,63081
34,Female,Working Professional,41526
40,Male,Student,62506
39,Female,Student,63668
18,Male,Self-Employed,63109
29,Male,Working Professional,72085
30,Female,Retired,9586
31,Male,Self-Employed,90811
27,Male,Retired,63128
29,Female,Working Professional,42755
39,Female,Student,51536
35,Male,Retired,73610
56,Male,Working Professional,43354
36,Other,Self-Employed,57759
47,Male,Working Professional,54920
32,Female,Student,39033
56,Male,Student,53013
31,Other,Retired,54340
26,Female,Retired,60529
22,Male,Student,55735
50,Female,Retired,58815
22,Female,Retired,65949
41,Male,Student,48130
25,Female,Working Professional,32799
36,Female,Self-Employed,43501
29,Female,Working Professional,42850
25,Male,Working Professional,41000
25,Female,Working Professional,62244
55,Male,Self-Employed,50126
37,Male,Student,58676
46,Male,Retired,56202
58,Male,Self-Employed,52556
51,Female,Self-Employed,53958
35,Male,Working Professional,35783
18,Female,Self-Employed,40072
28,Other,Retired,42267
64,Female,Student,68557
61,Female,Retired,53102
52,Female,Retired,67638
49,Male,Retired,45251
59,Male,Working Professional,60312
33,Female,Working Professional,19893
23,Male,Working Professional,51721
26,Female,Working Professional,59151
57,Female,Working Professional,58021
39,Female,Self-Employed,33177
25,Male,Retired,22201
49,Female,Retired,58456
43,Male,Working Professional,39890
35,Male,Student,32928
54,Female,Working Professional,51497
29,Male,Student,61322
55,Female,Retired,52998
51,Female,Student,63770
21,Female,Self-Employed,67014
33,Female,Self-Employed,39329
41,Male,Working Professional,54787
31,Female,Student,56181
34,Female,Retired,67528
48,Female,Self-Employed,71256
21,Female,Student,42598
61,Male,Working Professional,79982
51,Female,Retired,42451
55,Other,Student,50446
55,Female,Retired,66911
20,Male,Student,59778
25,Male,Student,51041
29,Female,Working Professional,56786
52,Male,Self-Employed,46009
19,Male,Student,23624
46,Male,Retired,42952
40,Female,Retired,81016
50,Male,Self-Employed,42836
35,Male,Student,75632
57,Female,Retired,69095
39,Female,Student,37852
31,Male,Retired,48912
46,Male,Self-Employed,49095
62,Female,Student,54906
32,Male,Self-Employed,49392
32,Female,Student,57874
62,Male,Student,12751
21,Female,Student,29666
53,Male,Working Professional,42334
22,Female,Working Professional,37559
20,Male,Student,57995
29,Male,Self-Employed,85699
37,Male,Student,44955
61,Male,Student,48384
37,Male,Student,43358
56,Female,Student,38801
56,Male,Working Professional,41730
18,Female,Working Professional,34529
61,Male,Self-Employed,57683
20,Male,Retired,47469
64,Female,Self-Employed,52517
26,Male,Self-Employed,28226
37,Male,Self-Employed,41163
26,Male,Retired,47430
48,Male,Self-Employed,51923
63,Male,Retired,44064
45,Female,Self-Employed,61188
52,Male,Working Professional,52037
57,Other,Self-Employed,60605
55,Male,Retired,67522
61,Male,Self-Employed,70899
19,Male,Working Professional,27097
20,Male,Working Professional,57034
31,Male,Working Professional,33762
34,Male,Retired,48223
52,Female,Retired,29988
21,Female,Student,39444
64,Female,Retired,40051
47,Female,Self-Employed,68910
56,Male,Self-Employed,49508
31,Male,Student,34583
44,Female,Working Professional,54558
30,Female,Working Professional,47265
37,Male,Working Professional,55087
41,Female,Self-Employed,44241
27,Female,Retired,74172
24,Male,Self-Employed,31420
34,Male,Retired,50286
39,Female,Retired,49029
61,Female,Student,54230
28,Female,Student,50710
59,Male,Retired,71600
40,Female,Self-Employed,52386
39,Female,Self-Employed,53877
57,Male,Student,55781
64,Female,Student,33474
35,Male,Working Professional,53554
62,Male,Working Professional,66738
43,Female,Student,76382
47,Female,Student,60688
30,Male,Student,91849
21,Female,Student,54007
60,Male,Student,42516
44,Female,Working Professional,52760
57,Male,Working Professional,60499
27,Female,Self-Employed,72085
61,Male,Student,57757
45,Female,Working Professional,82083
38,Male,Retired,48958
28,Other,Self-Employed,62716
37,Female,Self-Employed,43591
53,Male,Self-Employed,48894
36,Female,Self-Employed,64874
27,Male,Student,57996
32,Male,Retired,29201
62,Female,Working Professional,41631
62,Male,Working Professional,78426
35,Female,Student,53618
24,Female,Self-Employed,44914
47,Female,Self-Employed,74839
31,Male,Working Professional,19658
54,Male,Self-Employed,44553
58,Male,Retired,76072
47,Female,Student,73842
44,Female,Student,85062
54,Male,Retired,43865
58,Female,Student,49180
34,Male,Self-Employed,35772
47,Female,Self-Employed,33911
35,Female,Retired,63986
20,Female,Self-Employed,62469
45,Female,Student,51814
54,Female,Retired,41772
47,Female,Student,86964
38,Male,Student,45958
37,Female,Retired,39376
39,Female,Retired,48169
53,Male,Retired,62456
53,Female,Retired,61730
38,Female,Self-Employed,36642
41,Male,Self-Employed,42497
38,Male,Working Professional,50692
24,Female,Working Professional,74985
25,Male,Retired,17911
39,Female,Self-Employed,66918
39,Female,Student,75188
47,Male,Retired,33157
51,Male,Self-Employed,67090
46,Female,Self-Employed,58819
27,Male,Working Professional,59707
22,Female,Working Professional,35584
56,Male,Working Professional,52869
51,Male,Self-Employed,64365
55,Other,Self-Employed,47166
27,Male,Working Professional,57086
26,Male,Student,22741
49,Female,Self-Employed,32891
22,Male,Working Professional,65622
52,Male,Self-Employed,57892
28,Male,Retired,22538
59,Female,Working Professional,62822
33,Male,Self-Employed,55190
44,Female,Working Professional,44837
37,Male,Self-Employed,66454
18,Female,Working Professional,77987
43,Male,Self-Employed,55735
28,Male,Self-Employed,40019
32,Male,Retired,19889
56,Male,Student,76142
57,Male,Self-Employed,48499
35,Female,Student,49076
41,Female,Student,56141
45,Female,Self-Employed,49491
42,Female,Student,45567
40,Female,Retired,65788
28,Male,Retired,46475
50,Female,Self-Employed,88535
33,Male,Student,54068
53,Male,Self-Employed,52965
40,Male,Working Professional,40885
23,Female,Self-Employed,51715
60,Female,Self-Employed,45778
41,Male,Student,39412
55,Female,Working Professional,60276
59,Male,Self-Employed,50742
23,Male,Retired,53899
27,Female,Working Professional,30311
39,Female,Working Professional,73291
40,Female,Student,31884
22,Male,Retired,61119
45,Female,Working Professional,39095
26,Male,Retired,42870
56,Other,Student,38469
61,Female,Working Professional,53394
45,Female,Student,56688
42,Male,Working Professional,41557
60,Female,Retired,38000
55,Female,Working Professional,33585
44,Male,Student,69409
41,Male,Self-Employed,28722
60,Male,Working Professional,47618
60,Female,Retired,9666
63,Male,Student,73784
33,Female,Student,12533
19,Male,Working Professional,51733
19,Male,Retired,58625
22,Male,Working Professional,41759
63,Male,Self-Employed,57767
38,Female,Self-Employed,66759
27,Male,Self-Employed,52117
59,Female,Working Professional,45591
35,Female,Working Professional,59094
43,Male,Working Professional,60540
37,Female,Working Professional,76939
58,Male,Student,39421
53,Female,Retired,66522
38,Male,Working Professional,27300
19,Female,Self-Employed,23647
63,Female,Student,49054
50,Female,Student,46737
40,Male,Working Professional,74482
56,Female,Self-Employed,63348
48,Male,Working Professional,34156
21,Female,Student,69908
58,Female,Working Professional,43890
20,Female,Self-Employed,45018
54,Male,Self-Employed,52233
27,Male,Self-Employed,34055
59,Female,Self-Employed,54395
49,Female,Self-Employed,69247
53,Female,Self-Employed,59297
44,Male,Student,88348
36,Male,Self-Employed,49620
55,Female,Student,56538
18,Male,Retired,55638
43,Male,Self-Employed,45925
63,Female,Working Professional,54193
30,Female,Self-Employed,67805
52,Male,Working Professional,58936
19,Female,Working Professional,39434
39,Male,Retired,28427
56,Male,Self-Employed,35660
45,Female,Working Professional,51825
61,Female,Retired,52178
19,Male,Working Professional,39254
28,Male,Retired,61304
54,Female,Retired,90941
43,Male,Retired,54142
45,Male,Self-Employed,46378
43,Female,Student,94166
34,Male,Working Professional,50580
20,Male,Student,72713
31,Male,Self-Employed,71146
33,Female,Retired,34006
53,Female,Retired,62616
45,Female,Student,27179
45,Male,Self-Employed,37798
42,Female,Student,37780
26,Male,Self-Employed,60790
28,Male,Working Professional,30898
54,Male,Student,43143
60,Female,Working Professional,64702
62,Male,Student,69927
38,Female,Student,35343
19,Female,Student,48075
51,Female,Student,62292
59,Male,Retired,48250
30,Male,Working Professional,60056
22,Male,Retired,44349
28,Male,Student,51879
46,Male,Student,70122
64,Female,Self-Employed,33392
45,Male,Working Professional,72533
45,Female,Self-Employed,62025
22,Male,Working Professional,54298
37,Female,Self-Employed,58554
54,Male,Self-Employed,61516
56,Other,Self-Employed,64438
27,Male,Retired,42430
49,Male,Working Professional,51623
46,Female,Working Professional,61868
19,Male,Retired,44859
18,Female,Self-Employed,30075
37,Male,Self-Employed,81335
18,Female,Student,8000
21,Female,Working Professional,52642
32,Female,Student,49579
64,Male,Student,60008
47,Female,Retired,47785
23,Male,Student,40988
55,Female,Self-Employed,35415
18,Female,Retired,60838
24,Male,Retired,22571
22,Male,Self-Employed,61495
24,Female,Working Professional,21246
53,Male,Retired,48478
20,Male,Working Professional,43422
29,Male,Self-Employed,49422
32,Female,Working Professional,47847
37,Male,Student,40797
58,Male,Student,47708
38,Male,Working Professional,69566
49,Female,Student,36899
29,Female,Retired,46271
54,Female,Student,35095
57,Female,Working Professional,50581
64,Male,Retired,44381
24,Male,Working Professional,62839
62,Female,Retired,52899
48,Female,Student,36517
18,Female,Retired,35054
28,Female,Self-Employed,42077
62,Female,Student,28315
51,Female,Retired,75124
36,Female,Retired,71314
28,Male,Self-Employed,69257
50,Male,Retired,42787
50,Female,Working Professional,53603
25,Male,Self-Employed,62432
62,Female,Self-Employed,57864
25,Male,Retired,24627
51,Male,Working Professional,47083
57,Female,Student,45725
44,Male,Retired,59120
46,Female,Working Professional,54771
31,Female,Retired,57612
51,Female,Student,49508
62,Female,Retired,43510
54,Male,Student,44473
18,Other,Working Professional,32939
26,Male,Student,47337
27,Female,Retired,45426
47,Male,Student,44065
60,Female,Student,49509
35,Female,Self-Employed,31119
34,Female,Retired,78465
23,Female,Self-Employed,41224
28,Male,Retired,84343
41,Female,Working Professional,45775
53,Female,Retired,55812
50,Male,Student,83245
50,Male,Student,72486
35,Male,Working Professional,55307
22,Female,Retired,44292
48,Male,Retired,55993
33,Female,Working Professional,58933
19,Female,Student,37246
26,Male,Working Professional,19387
19,Female,Retired,27789
54,Female,Working Professional,53466
37,Female,Self-Employed,49695
34,Male,Retired,75769
42,Female,Working Professional,48616
36,Male,Student,56409
59,Female,Working Professional,54695
25,Male,Retired,34565
28,Male,Retired,35381
30,Female,Self-Employed,70701
30,Female,Self-Employed,31008
26,Female,Working Professional,39915
22,Female,Self-Employed,34240
35,Female,Self-Employed,16189
57,Male,Student,57811
31,Male,Working Professional,67428
51,Male,Self-Employed,48485
39,Male,Retired,65647
50,Female,Retired,45090
41,Female,Working Professional,67165
46,Female,Retired,78120
30,Male,Working Professional,64639
44,Male,Self-Employed,45977
18,Male,Student,29326
24,Male,Self-Employed,51545
21,Male,Student,58780
27,Male,Self-Employed,35744
57,Female,Retired,48343
52,Female,Student,54606
56,Male,Self-Employed,51156
33,Other,Retired,70830
44,Female,Student,46414
37,Female,Student,34702
27,Female,Student,68193
62,Male,Retired,64965
50,Female,Retired,38264
24,Female,Working Professional,48644
59,Other,Retired,31004
61,Male,Working Professional,74490
63,Female,Student,40088
39,Male,Working Professional,55582
60,Female,Student,59265
34,Male,Working Professional,25547
26,Female,Retired,42691
57,Male,Student,17384
27,Female,Retired,20644
53,Male,Student,21341
48,Female,Working Professional,40512
48,Female,Working Professional,49354
22,Male,Student,49095
35,Female,Student,50049
23,Other,Self-Employed,49661
59,Male,Working Professional,29410
45,Male,Student,53264
60,Other,Self-Employed,52157
41,Other,Student,62630
22,Female,Working Professional,31301
45,Female,Working Professional,42353
20,Female,Student,55499
35,Other,Working Professional,44665
21,Other,Working Professional,37576
57,Female,Self-Employed,60529
59,Male,Working Professional,41321
49,Female,Self-Employed,77020
49,Male,Student,58295
36,Female,Retired,30204
46,Male,Retired,58334
50,Male,Self-Employed,56641
19,Female,Student,75267
28,Female,Working Professional,38811
64,Female,Student,48038
50,Male,Retired,75405
58,Female,Working Professional,70706
57,Female,Student,59466
18,Female,Working Professional,46012
59,Female,Self-Employed,52286
34,Female,Student,29313
33,Female,Working Professional,60448
19,Male,Working Professional,19104
21,Male,Student,40451
49,Female,Retired,67814
24,Female,Retired,41498
46,Male,Working Professional,46347
26,Other,Retired,32384
52,Female,Self-Employed,41260
22,Male,Working Professional,52014
38,Female,Student,44168
34,Female,Self-Employed,60834
56,Male,Student,75035
31,Female,Working Professional,53189
49,Female,Self-Employed,83912
32,Male,Working Professional,50028
38,Male,Student,44918
31,Male,Retired,34603
58,Female,Retired,35623
33,Female,Working Professional,28774
18,Other,Retired,55912
57,Female,Student,66885
35,Female,Working Professional,26400
51,Female,Retired,36028
43,Female,Working Professional,65968
53,Male,Retired,38801
38,Male,Self-Employed,65819
18,Male,Retired,55663
44,Other,Student,31322
28,Male,Student,31000
55,Male,Student,53775
31,Other,Working Professional,50918
45,Male,Self-Employed,57913
44,Female,Retired,19938
39,Male,Self-Employed,56678
38,Female,Retired,73650
41,Male,Working Professional,25193
36,Female,Student,46265
41,Male,Student,54247
43,Female,Self-Employed,47731
42,Male,Retired,58179
62,Female,Self-Employed,10485
61,Male,Self-Employed,60640
46,Male,Student,68200
27,Male,Working Professional,8112
28,Female,Self-Employed,76243
41,Female,Self-Employed,35395
41,Male,Student,43864
29,Male,Student,46403
24,Female,Retired,75624
57,Male,Self-Employed,43887
34,Female,Retired,49421
52,Female,Retired,66809
23,Female,Retired,52624
29,Female,Self-Employed,44497
32,Female,Working Professional,52858
49,Male,Retired,52668
40,Male,Self-Employed,44939
24,Male,Working Professional,66573
55,Female,Working Professional,61938
48,Female,Student,43052
46,Female,Self-Employed,54836
61,Male,Retired,70801
45,Male,Self-Employed,17875
29,Female,Retired,56724
44,Female,Self-Employed,38165
21,Male,Self-Employed,56616
38,Male,Self-Employed,65383
26,Female,Working Professional,59415
51,Male,Working Professional,54745
54,Male,Working Professional,29562
38,Female,Retired,69639
40,Female,Self-Employed,28766
41,Female,Retired,33945
27,Female,Self-Employed,34862
55,Male,Self-Employed,55219
23,Female,Retired,54171
38,Male,Self-Employed,30479
54,Other,Student,35045
46,Male,Student,82285
57,Female,Self-Employed,64967
38,Male,Student,64388
39,Male,Retired,44688
52,Male,Self-Employed,26794
63,Female,Retired,52247
22,Female,Student,54505
32,Female,Working Professional,53915
58,Female,Working Professional,35270
64,Female,Working Professional,68472
36,Female,Self-Employed,64334
33,Male,Student,45455
57,Male,Retired,80120
64,Female,Working Professional,76108
60,Female,Working Professional,47825
40,Male,Self-Employed,58605
21,Male,Retired,66288
38,Male,Self-Employed,59386
41,Female,Retired,69349
59,Female,Student,63346
43,Male,Self-Employed,23794
59,Female,Retired,41329
19,Male,Student,8000
57,Male,Self-Employed,55412
25,Male,Student,33949
26,Male,Student,69852
19,Male,Working Professional,28703
31,Female,Working Professional,72310
37,Male,Student,56606
19,Male,Student,77731
21,Male,Student,40638
52,Male,Self-Employed,46465
31,Female,Working Professional,45828
38,Female,Working Professional,49237
32,Male,Student,69309
56,Male,Retired,48015
37,Female,Retired,48846
23,Female,Retired,27323
45,Male,Retired,47865
60,Male,Student,64304
19,Female,Retired,76384
45,Male,Working Professional,59507
51,Male,Student,65713
31,Male,Student,63084
26,Female,Retired,30777
40,Male,Retired,57802
61,Male,Self-Employed,43498
52,Female,Retired,71839
39,Female,Retired,45894
22,Female,Student,61276
58,Female,Working Professional,70585
46,Female,Retired,14522
52,Male,Retired,62041
51,Male,Retired,68907
21,Male,Student,70285
62,Male,Working Professional,55353
26,Female,Working Professional,63471
31,Male,Self-Employed,65075
62,Male,Self-Employed,65002
22,Female,Retired,53478
64,Other,Retired,38052
44,Male,Retired,42412
28,Male,Working Professional,68469
47,Male,Self-Employed,53683
54,Female,Working Professional,74094
56,Female,Student,25930
51,Female,Self-Employed,48334
41,Male,Student,48268
33,Female,Student,36920
47,Female,Working Professional,49723
41,Female,Student,37283
20,Female,Self-Employed,61217
46,Female,Retired,80146
59,Female,Student,38582
29,Female,Student,68633
44,Male,Working Professional,59328
46,Female,Student,77705
19,Female,Working Professional,40649
46,Female,Self-Employed,38298
57,Male,Working Professional,54999
26,Female,Self-Employed,62895
61,Male,Retired,53869
45,Male,Retired,47946
54,Female,Self-Employed,46161
40,Male,Working Professional,58013
30,Female,Retired,43732
22,Male,Student,52502
49,Male,Working Professional,62374
45,Male,Retired,53940
32,Male,Student,83348
41,Female,Working Professional,51564
49,Male,Student,54355
38,Male,Student,48071
22,Male,Student,52254
54,Female,Retired,56037
53,Male,Self-Employed,44909
45,Female,Retired,33867
49,Female,Self-Employed,38827
40,Male,Self-Employed,43225
33,Male,Self-Employed,37242
27,Female,Retired,39738
46,Male,Working Professional,57370
44,Female,Working Professional,73629
52,Female,Student,31382
59,Male,Working Professional,53631
62,Female,Working Professional,52364
41,Male,Working Professional,50608
40,Female,Working Professional,71754
20,Male,Retired,59202
53,Male,Retired,42478
62,Female,Self-Employed,43318
31,Male,Self-Employed,27792
21,Female,Student,29837
61,Female,Working Professional,44627
59,Female,Student,30680
49,Female,Working Professional,53373
37,Male,Student,61128
34,Female,Retired,38867
46,Female,Retired,9785
56,Female,Student,43983
49,Male,Student,56189
21,Male,Self-Employed,57861
41,Female,Self-Employed,30545
61,Female,Self-Employed,51104
59,Female,Student,46445
19,Male,Self-Employed,23782
31,Male,Self-Employed,58420
57,Male,Student,51620
59,Female,Student,89984
55,Male,Student,27849
51,Female,Student,36466
63,Male,Working Professional,46236
60,Male,Working Professional,45242
19,Male,Self-Employed,33451
53,Male,Retired,59329
23,Female,Student,50140
53,Female,Working Professional,65765
39,Female,Retired,75384
22,Male,Working Professional,41728
55,Female,Self-Employed,78676
58,Female,Retired,57681
39,Male,Self-Employed,59756
28,Female,Student,53743
60,Male,Self-Employed,65234
48,Male,Retired,53671
59,Male,Retired,60584
46,Female,Student,56808
50,Female,Retired,71691
39,Female,Student,68651
44,Male,Self-Employed,71358
25,Male,Retired,80647
23,Female,Self-Employed,40550
63,Male,Working Professional,60654
42,Female,Student,20389
51,Male,Student,38688
26,Male,Working Professional,56351
53,Female,Retired,29530
48,Male,Student,69834
36,Female,Self-Employed,55454
18,Female,Self-Employed,47055
41,Female,Self-Employed,41195
51,Male,Self-Employed,51612
34,Male,Student,46756
51,Male,Retired,53693
52,Female,Self-Employed,34289
53,Male,Student,16252
30,Male,Working Professional,31850
42,Female,Retired,67431
29,Female,Working Professional,57009
38,Male,Self-Employed,70042
54,Male,Student,40752
63,Female,Student,72863
55,Male,Working Professional,43883
18,Male,Student,51192
23,Male,Self-Employed,57684
62,Female,Self-Employed,80403
62,Female,Self-Employed,67382
28,Male,Retired,55734
33,Female,Working Professional,42237
39,Female,Self-Employed,27623
63,Female,Retired,30124
28,Male,Working Professional,19279
54,Male,Self-Employed,34730
43,Male,Retired,67849
43,Male,Retired,51702
59,Female,Self-Employed,24826
38,Male,Self-Employed,56623
43,Female,Student,48619
32,Male,Self-Employed,80160
56,Female,Self-Employed,53992
52,Male,Retired,40845
28,Female,Student,34631
26,Female,Self-Employed,41139
59,Male,Student,53829
40,Male,Student,42525
21,Male,Retired,46182
47,Male,Working Professional,41805
45,Female,Self-Employed,20153
42,Male,Student,72891
39,Male,Self-Employed,49580
42,Female,Working Professional,70963
43,Male,Retired,41482
46,Female,Retired,44667
63,Female,Student,65208
58,Other,Retired,53322
49,Female,Student,71771
43,Male,Self-Employed,41460
45,Female,Retired,29053
37,Male,Student,73412
19,Female,Working Professional,61069
40,Female,Working Professional,44954
56,Male,Self-Employed,27694
22,Male,Working Professional,50082
38,Male,Retired,61656
39,Female,Student,50809
28,Male,Student,58889
47,Male,Retired,73175
45,Male,Retired,53387
53,Female,Retired,39357
34,Male,Working Professional,56819
38,Male,Self-Employed,53085
54,Male,Student,52669
53,Male,Self-Employed,59912
42,Female,Working Professional,46171
41,Male,Working Professional,52648
47,Male,Self-Employed,51968
59,Female,Working Professional,43033
52,Female,Retired,43856
38,Male,Self-Employed,71379
23,Male,Student,64820
38,Male,Student,70170
25,Female,Retired,8000
22,Male,Self-Employed,62715
57,Female,Retired,29897
27,Male,Student,44863
48,Other,Self-Employed,45576
47,Female,Retired,40143
38,Male,Student,29902
53,Female,Student,50799
44,Male,Retired,45771
55,Female,Working Professional,50687
52,Female,Working Professional,46372
49,Male,Self-Employed,28583
43,Male,Retired,57212
21,Male,Retired,60163
44,Female,Working Professional,43358
53,Female,Retired,49233
54,Female,Retired,59129
44,Female,Working Professional,40547
64,Female,Self-Employed,29067
23,Female,Student,59154
35,Female,Student,64897
43,Male,Retired,43881
61,Male,Working Professional,17420
41,Female,Working Professional,69218
24,Female,Retired,53170
61,Male,Student,64771
31,Male,Retired,37099
30,Male,Working Professional,71219
43,Female,Retired,59022
60,Female,Retired,51726
60,Male,Self-Employed,29440
19,Male,Working Professional,53307
63,Male,Working Professional,68000
64,Male,Self-Employed,57232
40,Male,Retired,68120
45,Male,Working Professional,44807
18,Female,Self-Employed,66569
49,Female,Working Professional,38654
29,Female,Retired,38486
63,Male,Student,45602
52,Male,Working Professional,36496
43,Female,Student,37447
48,Male,Retired,23114
29,Female,Retired,72235
46,Female,Retired,55714
22,Female,Student,61073
52,Female,Student,56800
24,Female,Self-Employed,21151
33,Male,Self-Employed,38702
49,Female,Student,72441
34,Female,Self-Employed,46394
38,Male,Working Professional,43722
44,Other,Student,57666
57,Male,Retired,35784
64,Male,Working Professional,66067
32,Female,Self-Employed,19049
40,Male,Self-Employed,70544
25,Male,Retired,53992
42,Female,Self-Employed,65108
28,Female,Student,50501
38,Male,Student,46217
27,Male,Working Professional,39966
26,Female,Self-Employed,43904
18,Female,Retired,46709
39,Female,Self-Employed,51275
23,Female,Retired,53807
47,Female,Retired,30639
51,Male,Working Professional,69487
30,Male,Self-Employed,68626
